Unnamed: 0	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CaT2T03g04163	36.4155687671888	-1.0139456469266	0.360268823086323	-2.81441407624565	0.0048866239169017	0.0344868854388
CaT2T03g02470	67.2053443788448	-1.99883161184262	0.284817183569386	-7.01794599185647	2.2515353676282198e-12	5.6955505781113896e-11
CaT2T09g01013	15.3449723583936	-2.31718014960119	0.595289659192608	-3.89252545180103	9.92060880022352e-05	0.0011292959684254
CaT2T02g00131	35.0291485765237	-1.25188298094866	0.357010050753199	-3.50657629472199	0.0004539112896831	0.004485840349972
CaT2T07g02298	96.9034494548906	-1.02416859485227	0.211590097693664	-4.84034274767925	1.29615385296228e-06	2.03078786767013e-05
CaT2T03g04465	55.2406801835999	-1.13907971110228	0.284394456020358	-4.00528099964346	6.19438003548598e-05	0.0007322471938102
CaT2T03g01731	291.449257182504	-1.99688293214836	0.138292504536668	-14.4395601109306	2.91697843727259e-47	2.38017696290902e-45
CaT2T06g01366	123.699176227198	-1.24311062070614	0.195897839138142	-6.34570869273106	2.21403835033348e-10	4.93701103004833e-09
CaT2T07g01417	32.9657860218266	-1.15441602308749	0.390288933072506	-2.95784974992624	0.0030979308475934	0.0235680456932635
CaT2T02g04018	755.130078845447	-1.01831335557509	0.0854560635803099	-11.9162211891272	9.74281271099538e-33	5.5971093209802405e-31
CaT2T07g02340	21.4936115712542	-1.26035344617183	0.452798583567574	-2.78347479853311	0.0053780040318485	0.0371723284675111
CaT2T03g01014	969.236441806985	-1.1603374121136	0.0788952967186236	-14.7073077911335	5.7864074416144095e-49	4.917379706489e-47
CaT2T01g00443	847.863592780656	-1.48388849976987	0.0825014253864067	-17.9862165146829	2.49844802871432e-72	3.2446394434873796e-70
CaT2T01g02148	472.077052993933	-1.73671605245606	0.10307058663834	-16.84977362698	1.05317030137629e-63	1.1842386297365902e-61
CaT2T06g01532	687.913533558902	-1.15845907468533	0.0884059619448778	-13.1038569028596	3.12941634362028e-39	2.12950430969379e-37
CaT2T08g03231	344.637184241914	-1.33453954648593	0.121386590285722	-10.9941266440112	4.07842528205129e-28	2.11859832750163e-26
CaT2T10g03288	254.327276780729	-1.01447828501366	0.163309066439069	-6.21201447742137	5.23096062935145e-10	1.1362090101987e-08
CaT2T01g04554	31.8220763980389	-1.13899692892004	0.37705340964488	-3.02078405813325	0.0025212109686753	0.0198775765170338
CaT2T10g02064	16.7177298668435	-1.88019216539497	0.573666429212486	-3.27750077336065	0.0010473044364009	0.0093845194906073
CaT2T05g01639	147.704090383759	-1.24900641059976	0.195098155265239	-6.40193859804427	1.5341636875907001e-10	3.4713512347067502e-09
CaT2T06g00795	174.252226010288	-1.07694424953434	0.185928868557028	-5.79223795579665	6.9454641524634905e-09	1.38616130341536e-07
CaT2T03g00042	39.4629269026604	-1.40884493425852	0.348851991509716	-4.03851767668435	5.37900405143517e-05	0.0006453754958524
CaT2T04g01069	1611.04473121763	-1.15288027887967	0.0656796378736308	-17.5530851905402	5.633499437108929e-69	6.8799578224984e-67
CaT2T02g01045	114.758024022602	-1.01643983622692	0.198183572961913	-5.12877944945652	2.91626755476701e-07	4.97478258872099e-06
CaT2T11g01431	121.075460671971	-1.27584095917455	0.189764476439424	-6.72328658721232	1.7767063930504397e-11	4.27173958203953e-10
CaT2T04g01068	158.685414035772	-1.00093673221428	0.170227703958767	-5.87998726962054	4.10298036712255e-09	8.33293622798535e-08
CaT2T01g05288	18.4638563147631	-1.4317835595968	0.49518739392307	-2.89139743290645	0.0038353276079651	0.0282795987279028
CaT2T08g03207	474.901342856356	-1.01354965230108	0.107695880044291	-9.41122029816044	4.90409753277819e-21	1.970293302875e-19
CaT2T02g03332	62.5517777528004	-2.25574335474528	0.318549920554393	-7.0812868225472	1.4282194618865998e-12	3.6327993236759794e-11
CaT2T02g03334	230.508765135905	-1.37244178115873	0.157287148332339	-8.72570833478928	2.6451963946785097e-18	9.22118463407684e-17
CaT2T10g00267	25.308511997928	-1.65576617534188	0.488257761580567	-3.39117225701011	0.0006959434489583	0.0065579423312422
CaT2T11g00171	28.1558358231289	-1.36899857153861	0.430270188194905	-3.18171839253356	0.0014640409592554	0.0125807918591009
CaT2T01g05250	13.8893119639373	-1.85534842166066	0.611711768437989	-3.03304353028602	0.0024210067434397	0.0191942327410885
CaT2T01g03479	1143.87010204229	-1.03637669089991	0.0697025030811312	-14.8685720754333	5.27259404402343e-50	4.5864106965017005e-48
CaT2T04g02194	43.6307151552485	-1.18870553745804	0.351103171819946	-3.38563030147628	0.0007101498572036	0.0066611767633229
CaT2T08g02620	320.001763518655	-1.06443169880274	0.127926943335151	-8.32062168494147	8.750312534326311e-17	2.8610729334310602e-15
