""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"significant"	"up"	"down"
"CaT2T06g00826"	58.3244455676862	0.209509234819727	0.295594288801478	0.708772945746711	0.478465389128423	0.60551471570362	"No"	"No"	"No"
"CaT2T12g00020"	118.409710118183	0.190309807595941	0.268575946259432	0.708588428139095	0.478579919424412	0.605539439533726	"No"	"No"	"No"
"CaT2T01g01428"	23.792717108998	-0.309603796657189	0.43689511919005	-0.708645583478151	0.478544441437239	0.605539439533726	"No"	"No"	"No"
"CaT2T06g00077"	46.5157753770924	0.240843709410394	0.34020873428186	0.707929236204904	0.478989202934426	0.605997156714399	"No"	"No"	"No"
"CaT2T04g00423"	338.094900161887	0.171351831131661	0.242115433016398	0.707727834598863	0.47911428861954	0.606035129041623	"No"	"No"	"No"
"CaT2T09g02489"	16.9440546428794	-0.354908975538773	0.501460547763767	-0.707750544128483	0.479100183385872	0.606035129041623	"No"	"No"	"No"
"CaT2T08g02155"	35.0399811376011	0.245534762742252	0.347222429392868	0.707139694781756	0.479479670143311	0.606437134390582	"No"	"No"	"No"
"CaT2T10g02626"	13.1597049214398	-0.426150145056197	0.602743764864213	-0.707017093992171	0.479555854959707	0.606473325551167	"No"	"No"	"No"
"CaT2T12g02092"	117.182036488964	-0.178233268907232	0.252414857706275	-0.706112431442664	0.480118221446457	0.607124301251823	"No"	"No"	"No"
"CaT2T04g01122"	32.2665813939535	-0.299254766784182	0.424157526683184	-0.705527423088037	0.480482072242957	0.607524143511401	"No"	"No"	"No"
"CaT2T06g01138"	30.8499496951163	0.264600236540305	0.375117669316383	0.705379293442813	0.480574226538536	0.60758040600355	"No"	"No"	"No"
