""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"significant"	"up"	"down"
"CaT2T03g00815"	3672.39971377001	-1.21581988502383	0.157846907497767	-7.70252584797095	1.33402622053298e-14	1.69763174226701e-11	"Yes"	"No"	"Yes"
"CaT2T09g00670"	5699.44447862635	-1.06113635615202	0.138164055515784	-7.6802635257822	1.5876165675228e-14	1.90149770184304e-11	"Yes"	"No"	"Yes"
"CaT2T08g02850"	1126.92993738055	-1.08669279162936	0.142703657334648	-7.61503112061803	2.63627942513928e-14	2.98207140973672e-11	"Yes"	"No"	"Yes"
"CaT2T05g01899"	494.473078931658	-1.06313036458744	0.140112787800034	-7.58767548116111	3.25695368394759e-14	3.4902544188872e-11	"Yes"	"No"	"Yes"
"CaT2T11g03308"	7975.49754605645	-0.771277133951092	0.102979973805846	-7.48958370687904	6.90924075427349e-14	7.03395254988812e-11	"Yes"	"No"	"No"
"CaT2T01g03698"	1184.40502238905	-1.33629388447683	0.18379183487823	-7.27069233169243	3.57649690499441e-13	3.46766921345672e-10	"Yes"	"No"	"Yes"
"CaT2T08g00853"	1137.62197777327	-0.961704870683327	0.13623701745793	-7.05905699220332	1.67636313139707e-12	1.55147407810799e-09	"Yes"	"No"	"No"
"CaT2T01g05750"	116.147628122139	-1.97173600284862	0.280246010703423	-7.03573263326577	1.98216703905348e-12	1.70718258709462e-09	"Yes"	"No"	"Yes"
"CaT2T03g00490"	1254.0172071401	-0.821455899920969	0.116789767670262	-7.03362902681871	2.01229714111639e-12	1.70718258709462e-09	"Yes"	"No"	"No"
"CaT2T01g04391"	1421.56780637464	-0.969414201898883	0.139876227210333	-6.93051436425408	4.1931318624628e-12	3.41505431406421e-09	"Yes"	"No"	"No"
"CaT2T04g00629"	1046.75907783147	-0.937713572467869	0.136335715806199	-6.87797446855988	6.07095471782855e-12	4.75425803883489e-09	"Yes"	"No"	"No"
"CaT2T07g00942"	292.992868930801	-1.60020600732145	0.233270278223777	-6.85987953332986	6.89186410281728e-12	5.19723129620232e-09	"Yes"	"No"	"Yes"
"CaT2T02g02342"	424.572332218417	-1.69559856599073	0.248427359531183	-6.82532942100483	8.7723781112212e-12	6.3790853829491e-09	"Yes"	"No"	"Yes"
"CaT2T09g00420"	4656.96714723789	-1.1359007610581	0.169571289787506	-6.69866203460222	2.10336412181126e-11	1.47677920290342e-08	"Yes"	"No"	"Yes"
"CaT2T09g01045"	1828.67813953548	-1.1125033775577	0.174162349551031	-6.38773753584282	1.68357972176994e-10	1.14264555716526e-07	"Yes"	"No"	"Yes"
"CaT2T02g03885"	3047.59838101605	-1.12948447512092	0.179021246180004	-6.30922026978429	2.80444746970308e-10	1.84197919131047e-07	"Yes"	"No"	"Yes"
"CaT2T06g03478"	475.72747352325	-1.07162910758937	0.173362117070677	-6.18144912912254	6.35158284621525e-10	4.04139307286839e-07	"Yes"	"No"	"Yes"
"CaT2T02g03457"	1558.77784150415	-1.21502273861392	0.198086081113203	-6.13381178417857	8.57980200122761e-10	5.29373783475744e-07	"Yes"	"No"	"Yes"
"CaT2T03g00654"	8667.63737141318	-1.02552714109278	0.168783446351051	-6.07599360757094	1.23222318219119e-09	7.37920476841025e-07	"Yes"	"No"	"Yes"
"CaT2T03g05172"	58.0670111027714	-3.30727752640657	0.556662908399787	-5.94125722497633	2.82844387363189e-09	1.64542702031483e-06	"Yes"	"No"	"Yes"
"CaT2T10g02843"	1089.24486907135	-0.70754057585237	0.119805109305893	-5.90576295077565	3.51018406835018e-09	1.98530160599106e-06	"Yes"	"No"	"No"
"CaT2T02g03062"	2316.85258541397	-0.936087089611368	0.158837189902395	-5.89337478323932	3.78386857701937e-09	2.03288627119251e-06	"Yes"	"No"	"No"
"CaT2T01g03685"	2523.4362223302	-1.0930409354848	0.185483346123074	-5.89293302245869	3.79400217598916e-09	2.03288627119251e-06	"Yes"	"No"	"Yes"
"CaT2T09g02552"	1094.15629974494	1.24174269476622	0.214326301883641	5.79370186418079	6.88516385498896e-09	3.50472053128576e-06	"Yes"	"Yes"	"No"
"CaT2T04g02566"	196.963908634744	-1.40522144905953	0.242501533965172	-5.79469096991917	6.84470984739816e-09	3.50472053128576e-06	"Yes"	"No"	"Yes"
"CaT2T03g02035"	4283.96513318996	-0.61397972039973	0.106816360427843	-5.74799326564296	9.03088351441835e-09	4.48482485944078e-06	"Yes"	"No"	"No"
"CaT2T06g01789"	1618.28493295465	-0.925762181130939	0.162373678817697	-5.70143010783373	1.18806446771015e-08	5.75956681596344e-06	"Yes"	"No"	"No"
"CaT2T10g00059"	6485.22512750532	-0.937089405935613	0.164522638178038	-5.6958082870124	1.22788792272805e-08	5.81419209178273e-06	"Yes"	"No"	"No"
"CaT2T04g01197"	64.883878884569	-2.301916692478	0.406827696807016	-5.65821036902003	1.52959577229244e-08	7.07820443628324e-06	"Yes"	"No"	"Yes"
"CaT2T01g00918"	2114.48305088993	-0.990221908166542	0.175438817278862	-5.64425777331007	1.65895362498286e-08	7.50621216850577e-06	"Yes"	"No"	"No"
"CaT2T11g02435"	950.090823868647	-0.745080649179681	0.13239249875859	-5.62781619930215	1.82505404693815e-08	7.90636711695907e-06	"Yes"	"No"	"No"
"CaT2T03g00092"	1850.34809950275	-0.893065259482042	0.158657763350501	-5.62887841491321	1.81385194924643e-08	7.90636711695907e-06	"Yes"	"No"	"No"
"CaT2T02g00903"	564.742138899382	0.728047316717089	0.130628069798948	5.57343699434311	2.49762008763061e-08	1.05945922092181e-05	"Yes"	"No"	"No"
"CaT2T04g02860"	1470.79109670942	-0.747569389286877	0.135280943299625	-5.52605097993094	3.27518998393188e-08	1.36094169924157e-05	"Yes"	"No"	"No"
"CaT2T05g00707"	377.31003715603	-1.20922184324215	0.220464964358841	-5.48487079005422	4.13771737208748e-08	1.68496126826146e-05	"Yes"	"No"	"Yes"
"CaT2T03g02046"	258.884821308969	-1.0829151109975	0.198514314487167	-5.45509835799525	4.89457449767243e-08	1.95408688915899e-05	"Yes"	"No"	"Yes"
"CaT2T03g05057"	150.085255834235	-1.98131186428422	0.36524328035036	-5.42463604637336	5.80727450521261e-08	2.27388300385835e-05	"Yes"	"No"	"Yes"
"CaT2T02g00646"	2579.05479082203	-0.652272122057406	0.120754380106362	-5.40164357999171	6.60330540858598e-08	2.53679059290979e-05	"Yes"	"No"	"No"
"CaT2T07g00251"	52.9082077645314	-2.06027077188804	0.383093721225002	-5.37798104677887	7.53257437872197e-08	2.84019901713256e-05	"Yes"	"No"	"Yes"
"CaT2T02g02185"	926.396255203178	-2.58226866417683	0.481630749326219	-5.36151121536429	8.2528597695851e-08	3.0552086867004e-05	"Yes"	"No"	"Yes"
"CaT2T03g01008"	858.925738065511	-0.659956776571806	0.123342352398363	-5.3506096141277	8.76584373529492e-08	3.18716686239893e-05	"Yes"	"No"	"No"
"CaT2T10g02580"	221.332094401801	-0.990043136126849	0.185875207451545	-5.3263861797434	1.00186010415252e-07	3.57874975099114e-05	"Yes"	"No"	"No"
"CaT2T02g03018"	884.38773934168	-0.904825774746806	0.171587746148309	-5.27325403507971	1.34025840230632e-07	4.70500022919982e-05	"Yes"	"No"	"No"
"CaT2T03g01970"	3085.21245506437	-0.766733050356826	0.146004880989975	-5.25142067277513	1.50930533182092e-07	5.2086382815603e-05	"Yes"	"No"	"No"
"CaT2T12g02160"	503.494182012113	-0.933436230592644	0.178982226815341	-5.2152453749259	1.83574066754622e-07	6.22958595531811e-05	"Yes"	"No"	"No"
"CaT2T02g04178"	1410.07832363277	-0.800545403501667	0.15368725827862	-5.20892501088382	1.89937853089206e-07	6.33987643729396e-05	"Yes"	"No"	"No"
"CaT2T07g00233"	3326.38507786324	-0.582610194974265	0.112497295605592	-5.17888178411735	2.2321985900539e-07	7.33061217614312e-05	"Yes"	"No"	"No"
"CaT2T09g02576"	904.297581283328	1.1843546622849	0.229864806484844	5.1523966647891	2.5717833498326e-07	8.18188762280337e-05	"Yes"	"Yes"	"No"
"CaT2T06g03337"	202.159874600317	-1.35728765238327	0.263423058805564	-5.15250129786513	2.57034838047634e-07	8.18188762280337e-05	"Yes"	"No"	"Yes"
"CaT2T11g02430"	8357.33672780665	-0.701483903694699	0.136726412827197	-5.13056613707313	2.88872039065215e-07	9.04880551908744e-05	"Yes"	"No"	"No"
"CaT2T09g00915"	420.933536943337	-0.785134747235106	0.153801091052855	-5.10487111541549	3.31020045232147e-07	0.000102119683954117	"Yes"	"No"	"No"
"CaT2T01g02501"	1548.94122508537	-0.583325872705352	0.116709772600045	-4.99808936055735	5.79011533455928e-07	0.000175959012428301	"Yes"	"No"	"No"
"CaT2T03g01683"	709.316503827081	-0.69871241383616	0.13997440492783	-4.99171555111389	5.98453457976225e-07	0.000176595809534115	"Yes"	"No"	"No"
"CaT2T11g00562"	59.9087191178288	-1.9567335728124	0.391975124431578	-4.99198405931999	5.97621885453087e-07	0.000176595809534115	"Yes"	"No"	"Yes"
"CaT2T02g01800"	180.901107561687	-1.1241159907324	0.227603092477806	-4.93893109489282	7.85519607869834e-07	0.000228485210511967	"Yes"	"No"	"Yes"
"CaT2T10g00985"	69.1919242367775	1.64756909808396	0.335564622055034	4.90984147254281	9.11500486383232e-07	0.000259932235741594	"Yes"	"Yes"	"No"
"CaT2T01g00199"	181.139871397667	-1.21458602992865	0.24759715614572	-4.90549265119112	9.31931300483099e-07	0.000259932235741594	"Yes"	"No"	"Yes"
"CaT2T01g01714"	6436.46388868619	-0.4903607919007	0.0999590131802629	-4.90561857604976	9.31333554043248e-07	0.000259932235741594	"Yes"	"No"	"No"
"CaT2T06g01126"	1447.71153092919	-0.733027547746192	0.1503538088886	-4.87535070221803	1.0861531723099e-06	0.000298853577586511	"Yes"	"No"	"No"
"CaT2T01g01421"	231.114440405328	-1.2211018545985	0.252507335379726	-4.83590646094373	1.32540241590248e-06	0.000359820247869204	"Yes"	"No"	"Yes"
"CaT2T10g00602"	1113.93186173221	-0.849759261085266	0.175986671795976	-4.8285432778137	1.37535446015667e-06	0.000368468317937498	"Yes"	"No"	"No"
"CaT2T02g02961"	2053.43637213781	-0.760168382080393	0.158463732360203	-4.79711269423126	1.60969048292808e-06	0.000425648154842839	"Yes"	"No"	"No"
"CaT2T07g02304"	1677.54809014417	-0.583426751017899	0.122381253133423	-4.76728858448468	1.86721764379438e-06	0.000487415621093556	"Yes"	"No"	"No"
"CaT2T09g01004"	3284.71992707736	-0.467044357763237	0.0984983459888744	-4.74164670558012	2.1198806532519e-06	0.000546365695960278	"Yes"	"No"	"No"
"CaT2T01g00611"	1174.24864624593	0.595724504119956	0.126949113464448	4.69262437414964	2.69722454388832e-06	0.000686477361726375	"Yes"	"No"	"No"
"CaT2T03g02557"	993.660440399671	-0.55765252516224	0.119001278895737	-4.68610531195072	2.7845302295747e-06	0.000699948395115685	"Yes"	"No"	"No"
"CaT2T03g02113"	812.575487161528	-0.722386843543391	0.154593221275095	-4.67282354028914	2.97086999170852e-06	0.000737681510989966	"Yes"	"No"	"No"
"CaT2T09g02583"	1681.09465905248	0.658465081237566	0.141157194845346	4.66476456945034	3.08970575304655e-06	0.000757945769129889	"Yes"	"No"	"No"
"CaT2T05g01896"	11399.916045534	-0.68487721024423	0.146934161869558	-4.66111625458641	3.14499007979258e-06	0.000762323131126865	"Yes"	"No"	"No"
"CaT2T08g02018"	4477.35397993174	-0.682043395700733	0.146777320510259	-4.64679007171998	3.37139943757436e-06	0.000807588987628841	"Yes"	"No"	"No"
"CaT2T05g02891"	231.393079693812	-1.26180632337185	0.272100865579779	-4.6372741986074	3.53033944500491e-06	0.000835828388834245	"Yes"	"No"	"Yes"
"CaT2T01g04015"	2711.95309232544	-0.578314270575524	0.125014967436196	-4.62596025448456	3.72866802991857e-06	0.000872636893760597	"Yes"	"No"	"No"
"CaT2T10g00359"	118.519577365313	-1.11187734019504	0.240746486982123	-4.61845717515125	3.8660374489828e-06	0.000894504414758396	"Yes"	"No"	"Yes"
"CaT2T03g01297"	7494.25268567996	-1.44791140031194	0.314032863117594	-4.61070024945047	4.01314851038464e-06	0.000918109177752153	"Yes"	"No"	"Yes"
"CaT2T07g02754"	436.904424341541	0.995279140485194	0.216784855086192	4.59109166131314	4.409336227404e-06	0.000997538832513031	"Yes"	"No"	"No"
"CaT2T03g04635"	164.30931429188	1.25495886007549	0.273758272376949	4.58418607474072	4.55758245286338e-06	0.00101974655299727	"Yes"	"Yes"	"No"
"CaT2T11g03313"	2553.494827864	-0.543886408230334	0.118961189373351	-4.57196511816462	4.83171385228714e-06	0.00106933180159151	"Yes"	"No"	"No"
"CaT2T06g00414"	14836.8452775366	-0.378441784092699	0.0829062158547627	-4.56469735340067	5.00215440628832e-06	0.00109514909533803	"Yes"	"No"	"No"
"CaT2T07g00559"	4802.47205883403	-0.48776416742837	0.108084916900063	-4.51278662571728	6.39813822059505e-06	0.00138587757776102	"Yes"	"No"	"No"
"CaT2T12g02574"	1512.13364690423	-0.739299828129698	0.164229921456109	-4.50161469709573	6.74391554869897e-06	0.001445398573548	"Yes"	"No"	"No"
"CaT2T07g02887"	53.2833654470128	1.65922095448373	0.376330202919391	4.40894975107573	1.03873120337334e-05	0.0021803717558644	"Yes"	"Yes"	"No"
"CaT2T12g01339"	1204.06069248554	0.538128889225471	0.12205155357925	4.40902940965888	1.03834925351137e-05	0.0021803717558644	"Yes"	"No"	"No"
"CaT2T07g02450"	967.410631500372	0.757161262776172	0.172069281180263	4.40032792362835	1.08087411601657e-05	0.00224568141594013	"Yes"	"No"	"No"
"CaT2T10g00980"	100.366783425993	1.37436189232147	0.315804224304768	4.35194271180847	1.34936524465458e-05	0.0027474425746412	"Yes"	"Yes"	"No"
"CaT2T09g02582"	869.17051310574	0.523990508820809	0.120350741424897	4.35386190909175	1.33759982581963e-05	0.0027474425746412	"Yes"	"No"	"No"
"CaT2T03g00061"	1161.71583176768	-0.584125210565024	0.135149660635051	-4.32206198535973	1.54577745015931e-05	0.00311619551115778	"Yes"	"No"	"No"
"CaT2T02g02768"	696.709430407942	-0.590478687879862	0.137455085946522	-4.29579366826478	1.74069431625891e-05	0.00346164868539291	"Yes"	"No"	"No"
"CaT2T07g00181"	95.8695775825701	-1.57648088634234	0.367095882415033	-4.29446627396379	1.7511409783187e-05	0.00346164868539291	"Yes"	"No"	"Yes"
"CaT2T04g02764"	376.194217237235	-0.91443161191693	0.213236062290073	-4.28835349000675	1.80002468523433e-05	0.00349050501105297	"Yes"	"No"	"No"
"CaT2T07g00161"	1960.45671335924	-0.812062786808316	0.189330462911995	-4.28912904092871	1.79375138799417e-05	0.00349050501105297	"Yes"	"No"	"No"
"CaT2T07g02984"	802.891443591958	-0.693183449768913	0.161756653579562	-4.28534736858884	1.82453877478912e-05	0.00349975473526416	"Yes"	"No"	"No"
"CaT2T09g02568"	765.074015306557	0.620756535396289	0.144915655782371	4.28357124042221	1.83917173357529e-05	0.00349975473526416	"Yes"	"No"	"No"
"CaT2T08g01401"	339.357106574283	-0.816167198273635	0.192821557324715	-4.23275908356655	2.30841746323106e-05	0.0043120814650319	"Yes"	"No"	"No"
"CaT2T03g00791"	820.014456172056	-0.623511881587917	0.147270479901759	-4.23378726003914	2.29788332964574e-05	0.0043120814650319	"Yes"	"No"	"No"
"CaT2T07g00143"	3097.65651289258	0.562942989870021	0.133475172360058	4.21758578705143	2.46931886815851e-05	0.00457070922496141	"Yes"	"No"	"No"
"CaT2T03g04832"	270.621143834488	-1.20745139050923	0.288470477138364	-4.18570178302884	2.84286390989561e-05	0.00521473442066528	"Yes"	"No"	"Yes"
"CaT2T06g00066"	637.328067586481	-0.669519313774446	0.160218868101217	-4.17877945156548	2.93077723415434e-05	0.00528084559863862	"Yes"	"No"	"No"
"CaT2T08g02906"	2826.93325363347	-0.748799487987824	0.179109093746305	-4.18068939061488	2.90626633136146e-05	0.00528084559863862	"Yes"	"No"	"No"
"CaT2T06g00564"	1945.04172516599	-0.69067762220552	0.165534133150472	-4.17241815364863	3.01383875725303e-05	0.0053462619001005	"Yes"	"No"	"No"
"CaT2T02g01837"	257.278851893712	-1.06501306838906	0.255277400515246	-4.17198336491778	3.01959686907106e-05	0.0053462619001005	"Yes"	"No"	"Yes"
"CaT2T02g02868"	208.69803940582	0.92175160437034	0.221196148355471	4.16712321269288	3.08467787142192e-05	0.00541440742586394	"Yes"	"No"	"No"
"CaT2T01g05596"	2323.1796367422	-0.488809232515614	0.117538300643441	-4.15872298510119	3.20031725196313e-05	0.00556937261258301	"Yes"	"No"	"No"
"CaT2T06g03276"	196.880622206908	0.81667297845874	0.196871916880877	4.14824517075684	3.35033499290798e-05	0.00578103142293215	"Yes"	"No"	"No"
"CaT2T03g00375"	2405.46520496321	-0.554921964628795	0.134123217596268	-4.13740420617702	3.51257017690576e-05	0.0060100370900822	"Yes"	"No"	"No"
"CaT2T03g02475"	46.2747967746292	-2.25917956379198	0.547342606611429	-4.12754193900316	3.66661575161064e-05	0.0060249854809336	"Yes"	"No"	"Yes"
"CaT2T06g03275"	2341.94273746877	0.449293755322451	0.108732520983809	4.13210096903164	3.59462445123548e-05	0.0060249854809336	"Yes"	"No"	"No"
"CaT2T06g03072"	440.957027015887	-1.0273012560298	0.248966533828842	-4.12626243467744	3.68706502055501e-05	0.0060249854809336	"Yes"	"No"	"Yes"
"CaT2T06g00823"	4133.44437170914	-0.404734154030497	0.0981048131095296	-4.12552800624195	3.69885165324247e-05	0.0060249854809336	"Yes"	"No"	"No"
"CaT2T03g01154"	955.698468334276	-0.477127553704072	0.115567351853818	-4.12856698756578	3.65031097712241e-05	0.0060249854809336	"Yes"	"No"	"No"
"CaT2T12g01553"	91.6824869288109	-1.17833080455485	0.285586838238172	-4.12599828417917	3.69130018441141e-05	0.0060249854809336	"Yes"	"No"	"Yes"
"CaT2T06g00372"	133.50997525877	1.05915500567047	0.257648569604401	4.11085148773275	3.94202700209921e-05	0.0063701279198208	"Yes"	"Yes"	"No"
"CaT2T01g05692"	31.9731073048687	-2.14261247568586	0.522863432535652	-4.09784341829978	4.17017207477873e-05	0.00664978651908482	"Yes"	"No"	"Yes"
"CaT2T08g01818"	9852.59776674672	-0.659212450911841	0.160890425990624	-4.09727581273391	4.18040702540571e-05	0.00664978651908482	"Yes"	"No"	"No"
"CaT2T03g04821"	518.309509478022	-0.848531240128118	0.207327526943884	-4.09270902246273	4.26362613263088e-05	0.00672958850282925	"Yes"	"No"	"No"
"CaT2T08g02534"	1820.04886015305	-0.471672094595228	0.11570898502898	-4.07636532700633	4.57451295050719e-05	0.00716474293732899	"Yes"	"No"	"No"
"CaT2T07g03308"	104.103050300816	-1.4608230039633	0.358934950322665	-4.06988230778334	4.70368935279156e-05	0.00731082587115946	"Yes"	"No"	"Yes"
"CaT2T11g01885"	70.4133811256474	-1.26008929365911	0.311151604931124	-4.04975990381937	5.12702078968225e-05	0.00790842956808487	"Yes"	"No"	"Yes"
"CaT2T07g00903"	119.277058390237	1.13156313372482	0.280081848209916	4.04011591953197	5.34247892386778e-05	0.00817881303525352	"Yes"	"Yes"	"No"
"CaT2T12g02523"	360.02832099681	-0.678622248860419	0.168542627397179	-4.0264131355993	5.66341475405302e-05	0.00860543192591593	"Yes"	"No"	"No"
"CaT2T02g02194"	2310.36402559611	-0.613474259744071	0.152642138094544	-4.01903607615937	5.84367236875283e-05	0.00881355652593899	"Yes"	"No"	"No"
"CaT2T04g02741"	642.720811752632	-0.580702703652004	0.144624977647752	-4.01523106932719	5.9387581990216e-05	0.00889110703604992	"Yes"	"No"	"No"
"CaT2T05g00396"	301.240247389067	-0.864217911839549	0.215677271609358	-4.00699575523586	6.14959678639723e-05	0.00913955767648423	"Yes"	"No"	"No"
"CaT2T08g02916"	6153.24806202432	-0.536816356685719	0.134130185283181	-4.00220394501335	6.27551678525978e-05	0.00925911574381699	"Yes"	"No"	"No"
"CaT2T09g02590"	783.983251399097	0.608993300543525	0.152400810260178	3.99599778704494	6.44223354530649e-05	0.00943671346877593	"Yes"	"No"	"No"
"CaT2T01g03695"	849.172394045169	0.514382392877834	0.128822297387392	3.99296087175803	6.52533395193825e-05	0.00949016604252961	"Yes"	"No"	"No"
"CaT2T03g04337"	312.894843440199	0.785262463688416	0.196812798979164	3.98989531047496	6.61024647065936e-05	0.00953892365933621	"Yes"	"No"	"No"
"CaT2T04g01083"	278.791528999515	-0.925341669909076	0.232033765228071	-3.98796127365143	6.66435389519404e-05	0.00953892365933621	"Yes"	"No"	"No"
"CaT2T09g02587"	1236.04431229022	0.557919045887664	0.139944507789788	3.98671626846349	6.69940613567643e-05	0.00953892365933621	"Yes"	"No"	"No"
"CaT2T01g03247"	439.355709249895	-0.62887287824066	0.157998890221767	-3.98023604696195	6.88468715014437e-05	0.00973466076833955	"Yes"	"No"	"No"
"CaT2T05g00279"	667.377173285723	-0.635632601345361	0.15978034976002	-3.97816503906795	6.94491613284449e-05	0.00975209912971356	"Yes"	"No"	"No"
"CaT2T03g04801"	12279.3664504933	-0.425050074365821	0.107190712004576	-3.96536291640338	7.32843600954704e-05	0.0102201565472868	"Yes"	"No"	"No"
"CaT2T03g04473"	2124.42148909124	-0.624889701047505	0.157688944821515	-3.96279968614672	7.4075932405893e-05	0.0102602725150775	"Yes"	"No"	"No"
"CaT2T10g00753"	578.563271485519	0.709901511657212	0.179427785728759	3.95647479443552	7.60639098649609e-05	0.0104644410051383	"Yes"	"No"	"No"
"CaT2T07g01430"	2410.19952262223	0.509130384217714	0.128967540494686	3.94774051102179	7.88922467042445e-05	0.0107807049338599	"Yes"	"No"	"No"
"CaT2T12g00037"	26.642084020554	-1.98484589243125	0.504943346832383	-3.93082888383936	8.46535075411308e-05	0.0114908671136331	"Yes"	"No"	"Yes"
"CaT2T03g02662"	1400.47738674105	-0.515803217218672	0.131641684279784	-3.91823623376326	8.91992655642442e-05	0.0120277234844608	"Yes"	"No"	"No"
"CaT2T06g03788"	1266.76393014301	-0.56199405227814	0.143824383230067	-3.90750191070976	9.32553042829221e-05	0.0124919161217406	"Yes"	"No"	"No"
"CaT2T01g00965"	550.531197085597	-0.558400830444465	0.143563221467014	-3.88958136170528	0.000100417298813345	0.0133633766087485	"Yes"	"No"	"No"
"CaT2T03g04406"	107.560498965788	-1.16778729517989	0.300573842047321	-3.88519269416679	0.000102248756056653	0.0134155539517819	"Yes"	"No"	"Yes"
"CaT2T06g01573"	113.343006126055	-1.02770007170739	0.264477137588339	-3.88578037813996	0.000102001691254108	0.0134155539517819	"Yes"	"No"	"Yes"
"CaT2T07g00612"	414.093406298983	-1.00218055825667	0.258033311006831	-3.88391930617879	0.000102786032929521	0.0134155539517819	"Yes"	"No"	"Yes"
"CaT2T02g02458"	789.845048842254	-0.734242101383364	0.189297057060188	-3.87878244271863	0.000104980588947586	0.0136147119207758	"Yes"	"No"	"No"
"CaT2T10g02197"	256.404431572963	-1.02458872972622	0.264327814581478	-3.87620474730781	0.000106098414436583	0.0136725937743245	"Yes"	"No"	"Yes"
"CaT2T01g05597"	2052.16760008941	-0.387351395391274	0.100032528198311	-3.87225437932914	0.000107833322486509	0.013808769051244	"Yes"	"No"	"No"
"CaT2T09g02584"	1280.41061049963	0.611148577411831	0.157911499360682	3.87019678671988	0.000108747536393855	0.0138388036782205	"Yes"	"No"	"No"
"CaT2T05g02861"	2810.87240013193	-0.44541637482118	0.115389998297277	-3.8600951676389	0.000113342873863807	0.014334001582242	"Yes"	"No"	"No"
"CaT2T01g04765"	243.461952414146	-0.774122312272003	0.200897902238836	-3.85331207367061	0.000116530710291476	0.0146461839027453	"Yes"	"No"	"No"
"CaT2T06g01654"	296.4976677426	0.787168031276623	0.204654427758125	3.84632788012266	0.000119901289565089	0.0149773629253667	"Yes"	"No"	"No"
"CaT2T04g00602"	402.863879656904	-0.546454982132221	0.142222637896605	-3.84225036333169	0.000121911385036656	0.0151355957971424	"Yes"	"No"	"No"
"CaT2T07g03378"	1361.44376516556	-0.481461551761052	0.125441752061637	-3.83812840500251	0.000123975651166741	0.0152985953539758	"Yes"	"No"	"No"
"CaT2T02g00055"	9903.31354931294	-0.434124851206442	0.113266346526422	-3.83277879546658	0.000126703877463356	0.0155410701748879	"Yes"	"No"	"No"
"CaT2T03g05088"	174.849909758802	0.895256131167483	0.233766306948749	3.82970558440554	0.000128296662235625	0.0156422056274225	"Yes"	"No"	"No"
"CaT2T05g01783"	2633.70400721727	0.414892748462333	0.108388889452142	3.82781621399972	0.000129285232656615	0.015668908465008	"Yes"	"No"	"No"
"CaT2T04g02101"	116.717245938253	-0.898604780347519	0.234887629070143	-3.82567947024224	0.000130411884270063	0.0157119312167027	"Yes"	"No"	"No"
"CaT2T09g02567"	904.501619691185	0.538867990802189	0.140925338754221	3.82378354074418	0.000131419301282382	0.0157401670200623	"Yes"	"No"	"No"
"CaT2T04g01385"	1098.58120596854	-0.472618595158293	0.123976718498957	-3.81215603123316	0.000137759864270853	0.0164030912071277	"Yes"	"No"	"No"
"CaT2T09g02563"	844.712777615497	0.622173414841169	0.163761595587829	3.79926326809319	0.000145126863756666	0.0171798143776132	"Yes"	"No"	"No"
