GeneID	log2FoldChange	color	KO_number
CaT2T05g02056	-1.724	#76d3ee	K00382
CaT2T07g01936	-1.032	#76d3ee	K10528
CaT2T11g01459	-1.340	#76d3ee	K01728
CaT2T07g03320	-1.157	#76d3ee	K08905
CaT2T06g00316	-1.267	#76d3ee	K02879
CaT2T04g03063	-2.010	#56c9ea	K02639
CaT2T03g01997	-1.013	#76d3ee	K04733
CaT2T11g01553	-1.006	#76d3ee	K17964
CaT2T03g03291	-1.579	#76d3ee	K14485
CaT2T03g03290	-1.442	#76d3ee	K08332
CaT2T08g02204	-1.095	#76d3ee	K06173
CaT2T02g03462	-1.270	#76d3ee	K01455
CaT2T10g02021	-1.474	#76d3ee	K07408, K13227, K13493
CaT2T07g02839	-1.233	#76d3ee	K12837
CaT2T07g03381	-1.238	#76d3ee	K19788
CaT2T07g03386	-2.146	#56c9ea	K01749
CaT2T06g00295	-1.134	#76d3ee	K02699
CaT2T06g00129	-2.430	#56c9ea	K09422
CaT2T10g00157	-3.547	#36bee6	K00218
CaT2T10g00154	-1.181	#76d3ee	K01661
CaT2T01g02554	-1.528	#76d3ee	K02704
CaT2T02g03796	-1.336	#76d3ee	K01883
CaT2T02g02670	-2.930	#56c9ea	K19791
CaT2T06g01257	-3.093	#36bee6	K08910
CaT2T03g02824	-1.458	#76d3ee	K15502, K15503
CaT2T03g00468	-1.311	#76d3ee	K13947
CaT2T03g00467	-1.363	#76d3ee	K05929
CaT2T09g00977	-1.773	#76d3ee	K10405
CaT2T12g00465	-1.750	#76d3ee	K08235
CaT2T12g00468	-1.708	#76d3ee	K08235
CaT2T01g04877	-1.366	#76d3ee	K02689
CaT2T11g00917	-1.403	#76d3ee	K17098
CaT2T08g02911	-1.366	#76d3ee	K21554
CaT2T02g02351	-2.259	#56c9ea	K18812
CaT2T09g03058	-1.311	#76d3ee	K01754
CaT2T04g00555	-2.002	#56c9ea	K00512, K13260
CaT2T07g01874	-1.347	#76d3ee	K01179
CaT2T11g00429	-1.272	#76d3ee	K20642
CaT2T03g04743	-1.244	#76d3ee	K00026
CaT2T01g03237	-1.853	#76d3ee	K11253
CaT2T04g01183	-1.887	#76d3ee	K01379
CaT2T08g02703	-1.419	#76d3ee	K14505
CaT2T10g02868	-1.359	#76d3ee	K08857
CaT2T02g00543	-1.251	#76d3ee	K19791
CaT2T10g00056	-1.177	#76d3ee	K17046
CaT2T11g02213	-1.049	#76d3ee	K22312
CaT2T01g03914	-1.079	#76d3ee	K01915
CaT2T06g03327	-1.124	#76d3ee	K14424
CaT2T08g00206	-1.056	#76d3ee	K10683
CaT2T02g02844	-1.656	#76d3ee	K02542
CaT2T10g00223	-1.039	#76d3ee	K08909
CaT2T06g01221	-1.809	#76d3ee	K02552, K15040
CaT2T06g00631	-1.080	#76d3ee	K13680
CaT2T11g03335	-1.859	#76d3ee	K04733
CaT2T08g02789	-1.285	#76d3ee	K17065
CaT2T04g01811	-1.077	#76d3ee	K22013
CaT2T08g02812	-1.202	#76d3ee	K09843
CaT2T02g01788	-2.259	#56c9ea	K08912
CaT2T02g01789	-2.467	#56c9ea	K08912
CaT2T02g01784	-1.930	#76d3ee	K08912
CaT2T02g01785	-2.340	#56c9ea	K08912
CaT2T02g01786	-2.646	#56c9ea	K08912
CaT2T02g01787	-2.127	#56c9ea	K08912
CaT2T01g01382	-1.140	#76d3ee	K19882
CaT2T04g02921	-1.090	#76d3ee	K21026
CaT2T06g00439	-1.807	#76d3ee	K13993
CaT2T08g02598	-1.027	#76d3ee	K01876
CaT2T08g03248	-1.649	#76d3ee	K00485
CaT2T07g03296	-1.220	#76d3ee	K10406
CaT2T01g01425	-1.978	#76d3ee	K00422
CaT2T01g00828	-1.902	#76d3ee	K01177
CaT2T12g01453	-1.075	#76d3ee	K01687
CaT2T07g00653	-1.082	#76d3ee	K10761
CaT2T04g00852	-1.715	#76d3ee	K02492
CaT2T06g01148	-1.582	#76d3ee	K14638
CaT2T05g00742	-2.141	#56c9ea	K10802, K11296
CaT2T03g04448	-1.118	#76d3ee	K11275
CaT2T02g02700	-1.119	#76d3ee	K01869
CaT2T03g01534	-1.137	#76d3ee	K00940
CaT2T04g01224	-1.245	#76d3ee	K15032
CaT2T07g03377	-1.616	#76d3ee	K17710
CaT2T10g00188	-1.281	#76d3ee	K01599
CaT2T09g02568	-1.409	#76d3ee	K02690
CaT2T09g02567	-1.165	#76d3ee	K02689
CaT2T09g02562	-1.337	#76d3ee	K02518, K02948, K03040
CaT2T09g02563	-1.174	#76d3ee	K02704
CaT2T09g02560	-1.389	#76d3ee	K02982
CaT2T09g02561	-1.333	#76d3ee	K02874
CaT2T01g03681	-1.185	#76d3ee	K02210
CaT2T06g00773	-2.111	#56c9ea	K01188, K05349
CaT2T05g00076	-1.028	#76d3ee	K14572, K14573, K16913
CaT2T05g00078	-1.209	#76d3ee	K14572, K14573, K16913
CaT2T11g01385	-1.435	#76d3ee	K14640
CaT2T08g02966	-2.049	#56c9ea	K15032
CaT2T02g02097	-1.325	#76d3ee	K11253
CaT2T09g03007	-1.232	#76d3ee	K08235
