GeneID	log2FoldChange	color	KO_number
CaT2T09g00894	-1.382	#76d3ee	K04733
CaT2T01g00773	-1.049	#76d3ee	K14977
CaT2T02g01063	-1.004	#76d3ee	K19706
CaT2T09g02497	-2.720	#56c9ea	K10352
CaT2T07g02368	-3.556	#36bee6	K00218
CaT2T12g01520	-1.260	#76d3ee	K03696
CaT2T06g02655	-1.295	#76d3ee	K09419
CaT2T03g00870	-1.419	#76d3ee	K05280
CaT2T03g02119	-4.503	#1ab2df	K10352
CaT2T02g03214	-1.554	#76d3ee	K01809
CaT2T06g03023	-1.192	#76d3ee	K06901
CaT2T01g05268	-1.886	#76d3ee	K00306
CaT2T01g03712	-1.343	#76d3ee	K09142
CaT2T11g00615	-1.412	#76d3ee	K01426
CaT2T11g00617	-1.729	#76d3ee	K01426
CaT2T11g00613	-1.385	#76d3ee	K01426
CaT2T05g02890	-1.883	#76d3ee	K16223
CaT2T11g01255	-3.202	#36bee6	K15032
CaT2T06g00067	-1.079	#76d3ee	K00432
CaT2T04g01047	-1.237	#76d3ee	K09338
CaT2T03g00240	-1.253	#76d3ee	K09338
CaT2T03g00248	-2.131	#56c9ea	K09286
CaT2T01g04000	-4.060	#1ab2df	K01662
CaT2T08g02932	-1.299	#76d3ee	K19041
CaT2T03g00938	-1.028	#76d3ee	K11274
CaT2T01g00934	-1.687	#76d3ee	K05658
CaT2T02g00285	-1.100	#76d3ee	K14503
CaT2T03g01654	-1.348	#76d3ee	K01899
CaT2T12g02570	-1.453	#76d3ee	K00430
CaT2T06g00512	-1.082	#76d3ee	K10398
CaT2T07g01812	-2.180	#56c9ea	K08912, K08913
CaT2T11g02009	-2.092	#56c9ea	K20628
CaT2T02g00042	-2.205	#56c9ea	K02221
CaT2T08g00544	-1.166	#76d3ee	K01379, K01381
CaT2T01g00109	-1.134	#76d3ee	K02990
CaT2T08g03055	-1.946	#76d3ee	K07574
CaT2T01g03249	-1.028	#76d3ee	K03216
CaT2T03g02538	-1.027	#76d3ee	K14270
CaT2T03g02530	-1.097	#76d3ee	K14401
CaT2T02g00561	-1.152	#76d3ee	K01869
CaT2T09g00202	-1.844	#76d3ee	K13459, K13460, K20599
CaT2T09g00204	-2.085	#56c9ea	K13459, K13460, K20599
CaT2T09g00208	-2.651	#56c9ea	K13459, K13460, K20599
CaT2T07g03263	-1.551	#76d3ee	K11416
CaT2T09g01594	-1.369	#76d3ee	K13946
CaT2T04g00470	-4.251	#1ab2df	K14499
CaT2T04g00478	-2.187	#56c9ea	K09756, K16296
CaT2T03g04048	-1.136	#76d3ee	K04078
CaT2T02g00368	-1.517	#76d3ee	K01623
CaT2T08g02686	-1.099	#76d3ee	K08236
CaT2T08g02683	-1.382	#76d3ee	K21776
CaT2T03g00487	-2.796	#56c9ea	K04733
CaT2T02g02452	-1.437	#76d3ee	K07033
CaT2T12g00228	-1.139	#76d3ee	K15108
CaT2T01g01285	-1.143	#76d3ee	K08762
CaT2T01g00882	-1.205	#76d3ee	K02639
CaT2T07g02946	-1.819	#76d3ee	K10635, K19041
CaT2T07g02945	-2.521	#56c9ea	K11820, K13691
CaT2T07g02949	-1.464	#76d3ee	K18416, K18418
CaT2T12g02484	-1.603	#76d3ee	K11592
CaT2T12g01908	-2.734	#56c9ea	K10143
CaT2T10g00285	-1.765	#76d3ee	K20069
CaT2T06g01736	-1.830	#76d3ee	K05387
CaT2T11g00955	-1.633	#76d3ee	K10398
CaT2T04g00624	-1.137	#76d3ee	K09756, K16296
CaT2T04g00628	-2.263	#56c9ea	K09756, K16296
CaT2T02g02040	-2.388	#56c9ea	K07408, K07418
CaT2T11g02423	-1.855	#76d3ee	K01379, K01381
CaT2T02g00750	-1.454	#76d3ee	K01673
CaT2T06g03109	-1.195	#76d3ee	K02134
CaT2T01g06036	-1.248	#76d3ee	K02899
CaT2T01g01561	-1.410	#76d3ee	K15919
CaT2T01g01560	-1.174	#76d3ee	K15919
CaT2T01g01567	-1.070	#76d3ee	K09260
CaT2T05g02996	-1.325	#76d3ee	K15502
CaT2T12g02032	-1.043	#76d3ee	K04733
CaT2T09g01435	-1.099	#76d3ee	K10357
CaT2T04g01169	-4.446	#1ab2df	K21734, K21737
CaT2T01g05658	-1.399	#76d3ee	K14638
CaT2T01g03717	-1.170	#76d3ee	K00975
CaT2T02g03934	-1.931	#76d3ee	K05658
CaT2T02g03933	-2.033	#56c9ea	K07374
CaT2T02g03939	-3.069	#36bee6	K09338
CaT2T01g02198	-1.056	#76d3ee	K11982
CaT2T01g01365	-2.297	#56c9ea	K12761
CaT2T01g01364	-1.758	#76d3ee	K00121
CaT2T03g01597	-1.655	#76d3ee	K07407
CaT2T02g03102	-1.150	#76d3ee	K19355
CaT2T02g03108	-3.303	#36bee6	K18626
CaT2T03g01049	-1.425	#76d3ee	K00275, K17759
CaT2T06g00413	-1.944	#76d3ee	K02213
CaT2T06g00411	-1.286	#76d3ee	K03809
CaT2T07g00263	-1.129	#76d3ee	K07555
CaT2T07g00266	-1.103	#76d3ee	K10999
CaT2T11g00724	-1.700	#76d3ee	K10352
CaT2T04g00151	-1.836	#76d3ee	K00924
CaT2T01g03431	-1.415	#76d3ee	K00231
CaT2T05g03151	-1.505	#76d3ee	K21866
CaT2T01g04821	-1.729	#76d3ee	K15191
CaT2T07g03365	-1.392	#76d3ee	K02493
CaT2T07g03368	-1.154	#76d3ee	K03541
CaT2T03g04360	-1.822	#76d3ee	K11593
CaT2T08g00518	-1.071	#76d3ee	K20092
CaT2T10g00657	-1.715	#76d3ee	K07408
CaT2T08g01649	-3.695	#36bee6	K04733
CaT2T02g00442	-1.192	#76d3ee	K13448
CaT2T07g00816	-3.711	#36bee6	K08286
CaT2T07g00384	-2.313	#56c9ea	K01285
CaT2T05g00575	-1.097	#76d3ee	K11414
CaT2T05g00578	-1.705	#76d3ee	K14972
CaT2T05g00685	-3.719	#36bee6	K16221
CaT2T05g00687	-1.123	#76d3ee	K01845
CaT2T05g01765	-2.490	#56c9ea	K11275
CaT2T08g00512	-1.407	#76d3ee	K01115
CaT2T11g01440	-1.927	#76d3ee	K14491
CaT2T04g01094	-1.889	#76d3ee	K21374
CaT2T09g00656	-2.572	#56c9ea	K08065
CaT2T01g03331	-1.546	#76d3ee	K02863
CaT2T02g03761	-4.144	#1ab2df	K09590
CaT2T01g01650	-1.832	#76d3ee	K16732
CaT2T06g00301	-1.172	#76d3ee	K01166
CaT2T04g03014	-1.441	#76d3ee	K10398
CaT2T06g01164	-1.282	#76d3ee	K03143
CaT2T02g04098	-1.533	#76d3ee	K20478
CaT2T07g03101	-1.376	#76d3ee	K20867
CaT2T03g04465	-1.751	#76d3ee	K08504
CaT2T04g01324	-1.096	#76d3ee	K09841
CaT2T01g04980	-3.529	#36bee6	K02698
CaT2T10g00360	-1.818	#76d3ee	K10666
CaT2T01g02761	-1.856	#76d3ee	K11593
CaT2T06g01368	-1.043	#76d3ee	K05929
CaT2T06g01367	-1.291	#76d3ee	K05929
CaT2T01g01445	-3.181	#36bee6	K19893
CaT2T01g01448	-1.615	#76d3ee	K21444
CaT2T06g03277	-2.223	#56c9ea	K03147
CaT2T04g00408	-1.162	#76d3ee	K00512, K07408, K14985
CaT2T01g05400	-1.594	#76d3ee	K19861
CaT2T06g00114	-1.280	#76d3ee	K11275
CaT2T04g00401	-2.448	#56c9ea	K04733
CaT2T01g04123	-1.548	#76d3ee	K08900
CaT2T07g01417	-2.438	#56c9ea	K08899, K14769
CaT2T05g01393	-1.248	#76d3ee	K14638
CaT2T02g02908	-1.297	#76d3ee	K00640
CaT2T10g00163	-1.217	#76d3ee	K03671
CaT2T10g00169	-1.102	#76d3ee	K09880, K16054
CaT2T01g03613	-2.732	#56c9ea	K01051
CaT2T01g04393	-1.587	#76d3ee	K02881
CaT2T12g01986	-1.368	#76d3ee	K08269
CaT2T03g02144	-1.256	#76d3ee	K01051
CaT2T02g03221	-1.257	#76d3ee	K01056
CaT2T06g03074	-1.124	#76d3ee	K02219
CaT2T03g01725	-1.034	#76d3ee	K04630
CaT2T03g00455	-2.065	#56c9ea	K19041
CaT2T03g00453	-1.947	#76d3ee	K02563
CaT2T03g01356	-2.120	#56c9ea	K01638
CaT2T06g00755	-1.539	#76d3ee	K21407
CaT2T06g00752	-3.950	#36bee6	K09528
CaT2T06g02066	-2.838	#56c9ea	K09338
CaT2T01g05597	-2.531	#56c9ea	K13459
CaT2T11g00574	-1.506	#76d3ee	K19613
CaT2T04g00366	-1.194	#76d3ee	K19202
CaT2T04g00362	-3.139	#36bee6	K13789
CaT2T11g01224	-1.025	#76d3ee	K00844
CaT2T09g01548	-2.227	#56c9ea	K19996
CaT2T09g01093	-1.027	#76d3ee	K01099
CaT2T10g02975	-1.093	#76d3ee	K13494, K13495
CaT2T11g03485	-1.250	#76d3ee	K13947
CaT2T11g03482	-1.614	#76d3ee	K13459, K13460, K20599
CaT2T01g00578	-1.737	#76d3ee	K02355
CaT2T07g03166	-3.445	#36bee6	K03146
CaT2T07g03165	-4.756	#1ab2df	K01051
CaT2T12g00654	-1.313	#76d3ee	K00281
CaT2T08g01451	-1.801	#76d3ee	K05349
CaT2T01g02168	-1.378	#76d3ee	K07198
CaT2T03g02333	-1.073	#76d3ee	K03116
CaT2T03g02334	-1.778	#76d3ee	K19747
CaT2T02g00272	-2.879	#56c9ea	K05933
CaT2T09g00592	-1.729	#76d3ee	K16871
CaT2T10g00878	-1.989	#76d3ee	K10994
CaT2T07g02867	-1.312	#76d3ee	K00852
CaT2T04g01190	-2.057	#56c9ea	K20478
CaT2T01g03417	-1.660	#76d3ee	K15223
CaT2T08g03069	-1.718	#76d3ee	K14016
CaT2T01g03272	-1.316	#76d3ee	K11126
CaT2T09g01080	-1.198	#76d3ee	K14431
CaT2T02g00840	-1.407	#76d3ee	K02083
CaT2T07g03258	-3.365	#36bee6	K08065
CaT2T06g00263	-1.444	#76d3ee	K13648
CaT2T03g01014	-1.008	#76d3ee	K11821, K22321
CaT2T05g00190	-1.949	#76d3ee	K00889
CaT2T05g00199	-2.240	#56c9ea	K01188, K05349
CaT2T03g03010	-1.800	#76d3ee	K18400
CaT2T09g00496	-1.105	#76d3ee	K11593
CaT2T03g00946	-1.267	#76d3ee	K00876
CaT2T07g03099	-1.366	#76d3ee	K10405
CaT2T07g03098	-1.895	#76d3ee	K13993
CaT2T10g02840	-3.390	#36bee6	K08857
CaT2T01g00448	-1.181	#76d3ee	K03952
CaT2T02g01170	-1.298	#76d3ee	K13457
CaT2T07g02050	-5.278	#1698bf	K08235
CaT2T01g00561	-4.668	#1ab2df	K00512
CaT2T12g01547	-1.144	#76d3ee	K14570
CaT2T08g00839	-1.055	#76d3ee	K20720, K20721, K20723
CaT2T07g01658	-1.720	#76d3ee	K08237
CaT2T07g00527	-1.468	#76d3ee	K22390
CaT2T10g02100	-1.345	#76d3ee	K00002
CaT2T02g02436	-3.368	#36bee6	K01051
CaT2T05g01128	-2.045	#56c9ea	K16732
CaT2T04g00658	-1.883	#76d3ee	K00511
CaT2T04g00653	-2.492	#56c9ea	K09285
CaT2T02g00762	-1.433	#76d3ee	K08286
CaT2T09g00048	-1.056	#76d3ee	K00939
CaT2T02g00185	-1.949	#76d3ee	K14557
CaT2T03g00558	-2.470	#56c9ea	K03428
CaT2T07g02487	-1.003	#76d3ee	K03798
CaT2T11g01830	-1.538	#76d3ee	K09510
CaT2T12g02000	-1.007	#76d3ee	K20478
CaT2T12g02003	-3.820	#36bee6	K20241
CaT2T05g00260	-2.992	#56c9ea	K11699
CaT2T04g01118	-2.243	#56c9ea	K12118
CaT2T06g00609	-1.279	#76d3ee	K09873
CaT2T08g02044	-1.719	#76d3ee	K20093
CaT2T11g03302	-2.838	#56c9ea	K15397
CaT2T04g01802	-1.614	#76d3ee	K00588
CaT2T09g02171	-1.063	#76d3ee	K00799
CaT2T03g01954	-1.829	#76d3ee	K02295
CaT2T12g00751	-4.192	#1ab2df	K19037
CaT2T08g02827	-1.575	#76d3ee	K16297
CaT2T01g02140	-1.067	#76d3ee	K03797
CaT2T02g03654	-3.928	#36bee6	K02716
CaT2T02g01793	-3.423	#36bee6	K00703
CaT2T02g01792	-3.657	#36bee6	K08912
CaT2T02g01791	-3.577	#36bee6	K08912
CaT2T02g01790	-3.346	#36bee6	K08912
CaT2T02g00538	-2.162	#56c9ea	K00924
CaT2T06g01534	-2.333	#56c9ea	K14484
CaT2T06g01530	-1.821	#76d3ee	K04124
CaT2T07g00233	-1.111	#76d3ee	K00960, K10908
CaT2T06g01391	-2.683	#56c9ea	K20870
CaT2T04g00429	-2.257	#56c9ea	K13963
CaT2T04g02140	-1.027	#76d3ee	K13192
CaT2T04g02146	-1.330	#76d3ee	K21852
CaT2T04g01480	-1.659	#76d3ee	K16297
CaT2T03g03093	-4.013	#1ab2df	K08914
CaT2T01g00370	-1.001	#76d3ee	K00799
CaT2T03g00729	-1.212	#76d3ee	K03686
CaT2T08g03186	-1.391	#76d3ee	K10752
CaT2T08g03181	-1.061	#76d3ee	K04392
CaT2T03g00182	-1.512	#76d3ee	K04733
CaT2T08g03230	-1.336	#76d3ee	K01872
CaT2T01g06029	-4.412	#1ab2df	K05909
CaT2T06g02391	-3.526	#36bee6	K13600
CaT2T10g02186	-3.000	#36bee6	K22378
CaT2T06g02648	-1.219	#76d3ee	K18422
CaT2T09g00357	-1.557	#76d3ee	K04730, K04733, K13420
CaT2T07g00867	-1.318	#76d3ee	K01214
CaT2T07g00866	-1.102	#76d3ee	K18677, K19347
CaT2T07g00868	-1.024	#76d3ee	K01214
CaT2T06g00096	-3.134	#36bee6	K17470, K17471
CaT2T07g03030	-3.309	#36bee6	K10418
CaT2T02g04166	-1.139	#76d3ee	K06670
CaT2T02g04168	-4.716	#1ab2df	K15032
CaT2T03g04326	-1.148	#76d3ee	K08967
CaT2T11g01417	-1.180	#76d3ee	K14484
CaT2T08g00290	-3.272	#36bee6	K03093
CaT2T03g01689	-1.262	#76d3ee	K11593
CaT2T08g02422	-1.090	#76d3ee	K21374
CaT2T01g00651	-1.316	#76d3ee	K03801
CaT2T12g00843	-4.420	#1ab2df	K14499
CaT2T12g00842	-2.227	#56c9ea	K15891
CaT2T01g03302	-1.510	#76d3ee	K03164
CaT2T06g00871	-1.613	#76d3ee	K08331
CaT2T06g00879	-1.110	#76d3ee	K13496
CaT2T10g02664	-1.088	#76d3ee	K19043
CaT2T06g01831	-1.109	#76d3ee	K02888
CaT2T12g01859	-2.726	#56c9ea	K07897
CaT2T12g01851	-1.635	#76d3ee	K03254
CaT2T04g00824	-1.452	#76d3ee	K00913
CaT2T04g00823	-1.335	#76d3ee	K19035
CaT2T06g01487	-1.666	#76d3ee	K03255
CaT2T04g01884	-1.096	#76d3ee	K00858
CaT2T04g01886	-2.053	#56c9ea	K18159
CaT2T11g01999	-3.385	#36bee6	K08901
CaT2T04g00598	-1.310	#76d3ee	K01537
CaT2T05g00755	-1.526	#76d3ee	K07407
CaT2T08g02248	-2.995	#56c9ea	K02639
CaT2T08g02247	-3.510	#36bee6	K02639
CaT2T10g02065	-1.574	#76d3ee	K06119
CaT2T11g02356	-2.323	#56c9ea	K01859
CaT2T11g02350	-1.836	#76d3ee	K22450
CaT2T02g01954	-1.876	#76d3ee	K07198, K12761
CaT2T03g02235	-2.180	#56c9ea	K03093
CaT2T06g03760	-2.172	#56c9ea	K10406
CaT2T07g02877	-1.173	#76d3ee	K02871
CaT2T03g00690	-2.336	#56c9ea	K04733
CaT2T09g00780	-1.626	#76d3ee	K01102
CaT2T01g00372	-1.088	#76d3ee	K00799
CaT2T02g04100	-2.496	#56c9ea	K10268
CaT2T06g00164	-2.344	#56c9ea	K01728
CaT2T07g03295	-1.283	#76d3ee	K17098
CaT2T02g02954	-2.089	#56c9ea	K08999
CaT2T01g03649	-3.293	#36bee6	K20240
CaT2T08g01618	-1.132	#76d3ee	K08145
CaT2T07g03297	-1.270	#76d3ee	K00876
CaT2T03g00813	-4.432	#1ab2df	K08910
CaT2T03g00810	-1.556	#76d3ee	K16222
CaT2T10g02454	-1.260	#76d3ee	K16584
CaT2T12g02450	-2.264	#56c9ea	K11450
CaT2T07g00375	-1.045	#76d3ee	K14491
CaT2T07g00844	-1.477	#76d3ee	K12115, K12117
CaT2T07g00841	-1.740	#76d3ee	K02357
CaT2T12g02715	-2.475	#56c9ea	K19891
CaT2T11g01496	-1.695	#76d3ee	K00454
CaT2T05g00063	-1.045	#76d3ee	K03860
CaT2T09g01599	-3.395	#36bee6	K13508
CaT2T03g02402	-1.080	#76d3ee	K13667
CaT2T01g04060	-1.539	#76d3ee	K19073
CaT2T08g00777	-1.229	#76d3ee	K09872
CaT2T03g04226	-2.168	#56c9ea	K08867
CaT2T02g02318	-1.326	#76d3ee	K02918
CaT2T02g02310	-1.620	#76d3ee	K04718
CaT2T07g03366	-1.180	#76d3ee	K09534
CaT2T07g03369	-1.641	#76d3ee	K03553
CaT2T06g00350	-1.001	#76d3ee	K08867
CaT2T05g03249	-2.518	#56c9ea	K15502
CaT2T02g04040	-1.209	#76d3ee	K09338
CaT2T07g00122	-1.144	#76d3ee	K19562
CaT2T02g01031	-1.336	#76d3ee	K20843
CaT2T11g01481	-1.689	#76d3ee	K16732
CaT2T12g00451	-2.393	#56c9ea	K13456
CaT2T08g00152	-1.492	#76d3ee	K12116
CaT2T02g03119	-1.136	#76d3ee	K05909
CaT2T02g01046	-2.981	#56c9ea	K14760
CaT2T07g02693	-3.392	#36bee6	K07428, K10717, K20660
CaT2T12g01704	-2.284	#56c9ea	K03320, K07573
CaT2T12g01703	-1.136	#76d3ee	K03320, K07573
CaT2T02g00874	-2.225	#56c9ea	K00366
CaT2T11g01750	-4.098	#1ab2df	K14492
CaT2T04g00627	-1.723	#76d3ee	K09756, K16296
CaT2T05g01327	-1.213	#76d3ee	K06195
CaT2T05g01146	-3.640	#36bee6	K08235
CaT2T05g00142	-4.262	#1ab2df	K13495
CaT2T05g00145	-3.209	#36bee6	K13495
CaT2T02g03584	-1.241	#76d3ee	K09838
CaT2T03g02868	-1.530	#76d3ee	K15285
CaT2T01g05209	-2.269	#56c9ea	K03283
CaT2T09g00935	-2.597	#56c9ea	K03006
CaT2T09g00934	-1.916	#76d3ee	K01094
CaT2T07g01600	-1.762	#76d3ee	K02717
CaT2T05g01950	-1.027	#76d3ee	K01462
CaT2T06g00045	-1.717	#76d3ee	K13207
CaT2T06g00046	-2.292	#56c9ea	K20642
CaT2T03g00228	-1.117	#76d3ee	K15174
CaT2T03g00912	-1.132	#76d3ee	K02717
CaT2T02g03040	-1.757	#76d3ee	K11275
CaT2T02g03046	-1.848	#76d3ee	K11498
CaT2T08g00243	-1.618	#76d3ee	K00819
CaT2T07g02454	-2.137	#56c9ea	K00924
CaT2T02g02800	-2.205	#56c9ea	K03294, K13865, K13866
CaT2T12g01236	-1.919	#76d3ee	K20790
CaT2T12g00540	-1.113	#76d3ee	K03797
CaT2T06g02972	-1.043	#76d3ee	K11672
CaT2T08g01641	-1.378	#76d3ee	K21026
CaT2T12g02054	-2.571	#56c9ea	K00924
CaT2T04g00271	-2.976	#56c9ea	K02725
CaT2T03g03255	-1.035	#76d3ee	K21843
CaT2T09g01491	-1.048	#76d3ee	K01490
CaT2T09g00106	-3.576	#36bee6	K13065
CaT2T01g04187	-1.240	#76d3ee	K00799
CaT2T01g05580	-2.040	#56c9ea	K14638
CaT2T03g01969	-1.895	#76d3ee	K22312
CaT2T03g01960	-1.892	#76d3ee	K00951
CaT2T03g01963	-1.413	#76d3ee	K06228
CaT2T08g02853	-1.078	#76d3ee	K14498
CaT2T08g02857	-1.481	#76d3ee	K10400
CaT2T10g00579	-1.406	#76d3ee	K12128, K12130
CaT2T02g03995	-1.970	#76d3ee	K02114, K05658
CaT2T12g02558	-1.295	#76d3ee	K10268
CaT2T02g02219	-1.438	#76d3ee	K17345
CaT2T02g02213	-2.020	#56c9ea	K01466
CaT2T02g02212	-1.837	#76d3ee	K07456
CaT2T03g02550	-2.249	#56c9ea	K01206
CaT2T09g00229	-1.656	#76d3ee	K08908
CaT2T10g00968	-1.920	#76d3ee	K19355
CaT2T10g00963	-1.332	#76d3ee	K14945
CaT2T07g03202	-1.876	#76d3ee	K16732
CaT2T07g03200	-2.270	#56c9ea	K03545
CaT2T07g03208	-1.157	#76d3ee	K03531
CaT2T06g03465	-1.449	#76d3ee	K10268
CaT2T06g01564	-1.664	#76d3ee	K03327
CaT2T04g00411	-1.429	#76d3ee	K00512, K07408, K14985
CaT2T08g01484	-1.018	#76d3ee	K09550
CaT2T09g00420	-2.094	#56c9ea	K09419
CaT2T01g05289	-2.361	#56c9ea	K14686
CaT2T01g05280	-1.490	#76d3ee	K20887
CaT2T08g01368	-1.640	#76d3ee	K14488
CaT2T03g00710	-1.140	#76d3ee	K01166
CaT2T03g00716	-1.866	#76d3ee	K09753
CaT2T07g02795	-2.036	#56c9ea	K02519
CaT2T08g03207	-2.336	#56c9ea	K08242
CaT2T08g00577	-1.499	#76d3ee	K20793
CaT2T06g00907	-2.646	#56c9ea	K15382
CaT2T03g02737	-1.171	#76d3ee	K00966
CaT2T12g01928	-2.367	#56c9ea	K19040
CaT2T11g03459	-1.002	#76d3ee	K21396
CaT2T01g05450	-1.431	#76d3ee	K09338
CaT2T02g03333	-2.979	#56c9ea	K08235
CaT2T02g03335	-1.350	#76d3ee	K09338
CaT2T01g00599	-2.487	#56c9ea	K00759
CaT2T01g00595	-1.416	#76d3ee	K20888
CaT2T01g00590	-1.440	#76d3ee	K19791
CaT2T01g00593	-1.188	#76d3ee	K01087
CaT2T08g02518	-1.382	#76d3ee	K07305
CaT2T02g00903	-1.280	#76d3ee	K08906
CaT2T04g02436	-2.896	#56c9ea	K10206
CaT2T06g01842	-1.226	#76d3ee	K12812
CaT2T10g00061	-2.926	#56c9ea	K00640
CaT2T02g03910	-2.244	#56c9ea	K20628
CaT2T02g03919	-1.782	#76d3ee	K00703
CaT2T02g03918	-1.271	#76d3ee	K00703
CaT2T12g00704	-2.531	#56c9ea	K05298
CaT2T02g02292	-2.845	#56c9ea	K15429
CaT2T01g04926	-1.781	#76d3ee	K09756, K16296
CaT2T02g03160	-2.502	#56c9ea	K01939
CaT2T06g03754	-1.453	#76d3ee	K10527
CaT2T10g01075	-2.917	#56c9ea	K05857
CaT2T01g00129	-3.259	#36bee6	K17479
CaT2T07g03288	-2.671	#56c9ea	K18577
CaT2T01g03479	-1.296	#76d3ee	K06611
CaT2T06g01017	-1.241	#76d3ee	K00940
CaT2T04g02193	-2.007	#56c9ea	K10534
CaT2T09g03116	-3.049	#36bee6	K02721
CaT2T09g03119	-1.331	#76d3ee	K21434
CaT2T01g04373	-1.677	#76d3ee	K11271
CaT2T01g04374	-1.432	#76d3ee	K15404
CaT2T03g01884	-1.200	#76d3ee	K13146, K13420
CaT2T01g02234	-1.859	#76d3ee	K09842, K11817, K22417
CaT2T08g01624	-1.064	#76d3ee	K08145
CaT2T02g03703	-2.315	#56c9ea	K12135
CaT2T02g03704	-2.049	#56c9ea	K12135
CaT2T12g02668	-1.236	#76d3ee	K21444
CaT2T10g00864	-2.137	#56c9ea	K02717
CaT2T06g02367	-4.030	#1ab2df	K14638
CaT2T01g00864	-3.467	#36bee6	K11821, K22321
CaT2T06g03092	-1.050	#76d3ee	K12881
CaT2T06g03096	-1.583	#76d3ee	K03549
CaT2T07g00832	-1.811	#76d3ee	K17710
CaT2T06g03542	-1.229	#76d3ee	K08059
CaT2T02g04112	-1.586	#76d3ee	K03177
CaT2T07g00901	-1.357	#76d3ee	K04733
CaT2T05g02063	-2.677	#56c9ea	K12121
CaT2T01g00407	-1.217	#76d3ee	K09420, K09422
CaT2T05g01741	-2.572	#56c9ea	K06129
CaT2T03g04145	-1.117	#76d3ee	K00951
CaT2T03g04141	-1.062	#76d3ee	K01051
CaT2T03g04143	-1.269	#76d3ee	K17427
CaT2T11g00517	-1.121	#76d3ee	K13421
CaT2T05g02809	-1.462	#76d3ee	K20891
CaT2T04g00300	-3.910	#36bee6	K01247
CaT2T02g00159	-1.240	#76d3ee	K03549
CaT2T02g00154	-1.569	#76d3ee	K09828
CaT2T09g00670	-2.801	#56c9ea	K14638
CaT2T03g01187	-1.009	#76d3ee	K13525
CaT2T03g01181	-2.138	#56c9ea	K18726
CaT2T10g02914	-5.267	#1698bf	K14492
CaT2T01g00515	-1.047	#76d3ee	K10396
CaT2T01g02919	-2.388	#56c9ea	K08916
CaT2T01g02918	-1.283	#76d3ee	K02945
CaT2T12g01498	-2.099	#56c9ea	K02113
CaT2T01g03350	-1.521	#76d3ee	K19761
CaT2T02g00985	-2.687	#56c9ea	K09828
CaT2T02g00980	-2.588	#56c9ea	K02694
CaT2T02g00982	-3.636	#36bee6	K02694
CaT2T01g02001	-1.301	#76d3ee	K11000
CaT2T01g01585	-1.726	#76d3ee	K19041
CaT2T02g00664	-1.771	#76d3ee	K13150
CaT2T06g00363	-2.588	#56c9ea	K21374
CaT2T05g00050	-2.709	#56c9ea	K06443
CaT2T04g03071	-2.110	#56c9ea	K11584
CaT2T07g00152	-1.620	#76d3ee	K01166
CaT2T07g00151	-1.410	#76d3ee	K01166
CaT2T07g00155	-3.166	#36bee6	K01166
CaT2T11g00238	-1.468	#76d3ee	K13494, K13495
CaT2T11g00237	-1.685	#76d3ee	K16075
CaT2T11g00231	-1.344	#76d3ee	K01285
CaT2T07g02359	-3.919	#36bee6	K08902
CaT2T04g01342	-4.877	#1ab2df	K20623
CaT2T10g01067	-1.784	#76d3ee	K01551
CaT2T11g02099	-2.000	#76d3ee	K14857
CaT2T03g01097	-1.378	#76d3ee	K16276
CaT2T05g01280	-1.053	#76d3ee	K04077
CaT2T01g03962	-1.188	#76d3ee	K14319
CaT2T03g04814	-3.849	#36bee6	K08241, K21483
CaT2T03g04818	-2.546	#56c9ea	K08869
CaT2T12g01754	-2.167	#56c9ea	K20562
CaT2T10g02774	-1.852	#76d3ee	K07375
CaT2T07g00424	-2.189	#56c9ea	K03768
CaT2T01g01429	-1.122	#76d3ee	K14168
CaT2T11g00038	-1.570	#76d3ee	K09420, K09422, K21769
CaT2T11g00037	-1.152	#76d3ee	K00121
CaT2T12g03860	-2.099	#56c9ea	K00166
CaT2T12g03861	-2.516	#56c9ea	K00166
CaT2T06g02705	-1.570	#76d3ee	K11296
CaT2T06g00287	-2.151	#56c9ea	K17275, K17276
CaT2T06g00289	-1.005	#76d3ee	K16296
CaT2T10g02752	-1.445	#76d3ee	K12176
CaT2T10g00148	-2.022	#56c9ea	K05391
CaT2T05g00138	-3.915	#36bee6	K13495
CaT2T05g00132	-1.388	#76d3ee	K15414
CaT2T05g00321	-2.090	#56c9ea	K10664
CaT2T01g02548	-1.376	#76d3ee	K12130
CaT2T03g00862	-1.345	#76d3ee	K00012
CaT2T02g02669	-1.868	#76d3ee	K19891
CaT2T08g00080	-1.023	#76d3ee	K16221
CaT2T09g00383	-1.170	#76d3ee	K13459, K13460, K20599
CaT2T03g02832	-1.094	#76d3ee	K01728
CaT2T03g00476	-1.514	#76d3ee	K01785
CaT2T12g01380	-1.887	#76d3ee	K09872
CaT2T06g00736	-1.591	#76d3ee	K00924
CaT2T07g01630	-1.705	#76d3ee	K12617
CaT2T07g01633	-2.027	#56c9ea	K21354
CaT2T04g02549	-1.556	#76d3ee	K01602
CaT2T06g02001	-1.888	#76d3ee	K14496
CaT2T01g01215	-3.071	#36bee6	K21989
CaT2T11g00596	-2.061	#56c9ea	K01188, K05349
CaT2T11g00599	-1.366	#76d3ee	K09842, K11817, K22417
CaT2T09g01614	-2.334	#56c9ea	K05909
CaT2T04g01033	-1.898	#76d3ee	K13126
CaT2T08g02102	-3.510	#36bee6	K00521
